ID	DOCULECT	CONCEPT	TOKENS	CONCEPTICON_ID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID	ALIGNMENT
67969	Ben_Tey_Dogon	eat	ɡàu.ná	1336.0	1	A	K	4	4.K.C	2.0	ɡàu.ná	0	3632	ɡàu.ná
67970	Ben_Tey_Dogon	eat	kúwó	1336.0	1	A	K	4	4.K.C	2.0	kúwó	1	3632	kúwó
67971	Ben_Tey_Dogon	eat	kɔ́	1336.0	1	A	K	4	4.K.C	2.0	kɔ́	0	3632	kɔ́
70695	Bunoge_Dogon	eat	tɛ́mɛ̀	1336.0	1	A	T	5	5.T.C	2.0	tɛ́mɛ̀	0	3719	tɛ́mɛ̀
70696	Bunoge_Dogon	eat	pánáŋ.ɡè#d.ʒɛ́.ɛ̀	1336.0	1	A	P	5	5.P.C	2.0	pánáŋ.ɡè#d.ʒɛ́.ɛ̀	0	3635	pánáŋ.ɡè#d.ʒɛ́.ɛ̀
70697	Bunoge_Dogon	eat	d.ʒí#d.ʒɛ́.ɛ̀	1336.0	1	A	T	5	5.T.C	2.0	d.ʒí#d.ʒɛ́.ɛ̀	0	3719	d.ʒí#d.ʒɛ́.ɛ̀
70698	Bunoge_Dogon	eat	bɔ́lɛ̀	1336.0	1	A	P	5	5.P.C	2.0	bɔ́lɛ̀	0	3635	bɔ́lɛ̀
70705	Bunoge_Dogon	eat	tɛ́mɛ̀	1336.0	1	A	T	5	5.T.C	2.0	tɛ́mɛ̀	1	3719	tɛ́mɛ̀
70706	Bunoge_Dogon	eat	tɛ́mɛ̀	1336.0	1	A	T	5	5.T.C	2.0	tɛ́mɛ̀	1	3719	tɛ́mɛ̀
70707	Bunoge_Dogon	eat	d.ʒɛ́.ɛ̀	1336.0	1	A	T	5	5.T.C	2.0	d.ʒɛ́.ɛ̀	0	3719	d.ʒɛ́.ɛ̀
78436	Yanda_Dom_Dogon	eat	wà.à-pànù#ʔə́ɲɛ́	1336.0	6	A	W	22	22.W.C	2.0	wà.à-pànù#ʔə́ɲɛ́	0	3640	wà.à-pànù#ʔə́ɲɛ́
78437	Yanda_Dom_Dogon	eat	kúbó	1336.0	1	A	K	22	22.K.C	2.0	kúbó	0	3632	kúbó
78438	Yanda_Dom_Dogon	eat	zá#ʔə́ɲɛ́	1336.0	3	A	S	22	22.S.C	2.0	zá#ʔə́ɲɛ́	0	3672	zá#ʔə́ɲɛ́
78439	Yanda_Dom_Dogon	eat	púɡɔ́	1336.0	1	A	P	22	22.P.C	2.0	púɡɔ́	0	3635	púɡɔ́
78444	Yanda_Dom_Dogon	eat	kúbó	1336.0	1	A	K	22	22.K.C	2.0	kúbó	1	3632	kúbó
78445	Yanda_Dom_Dogon	eat	kwá-lì	1336.0	1	A	K	22	22.K.C	2.0	kwá-lì	0	3632	kwá-lì
78446	Yanda_Dom_Dogon	eat	kɔ́	1336.0	1	A	K	22	22.K.C	2.0	kɔ́	0	3632	kɔ́
78461	Yanda_Dom_Dogon	eat	tád.ʒùɡòʔə́ɲɛ́	1336.0	1	A	T	22	22.T.C	2.0	tád.ʒùɡòʔə́ɲɛ́	0	3719	tád.ʒùɡòʔə́ɲɛ́
78464	Yanda_Dom_Dogon	eat	kúbó	1336.0	1	A	K	22	22.K.C	2.0	kúbó	1	3632	kúbó
78465	Yanda_Dom_Dogon	eat	kúbó	1336.0	1	A	K	22	22.K.C	2.0	kúbó	1	3632	kúbó
78466	Yanda_Dom_Dogon	eat	ʔə́ɲá-lì	1336.0	1	A	H	22	22.H.C	2.0	ʔə́ɲá-lì	0	3672	ʔə́ɲá-lì
78467	Yanda_Dom_Dogon	eat	ʔə́ɲɛ́	1336.0	1	A	H	22	22.H.C	2.0	ʔə́ɲɛ́	0	3672	ʔə́ɲɛ́
78487	Yanda_Dom_Dogon	eat	mìr.nɛ́	1336.0	4	A	M	22	22.M.C	2.0	mìr.nɛ́	0	3732	mìr.nɛ́
87547	Tommo_So_Dogon	eat	ɔ́n.d.ʒɔ́	1336.0	7	X	U	19	19.U.V	1.5	ɔ́n.d.ʒɔ́	0	3637	ɔ́n.d.ʒɔ́
87548	Tommo_So_Dogon	eat	tɛ́mɛ́	1336.0	1	A	T	19	19.T.C	2.0	tɛ́mɛ́	0	3719	tɛ́mɛ́
87549	Tommo_So_Dogon	eat	tɛ́mɛ́	1336.0	1	A	T	19	19.T.C	2.0	tɛ́mɛ́	1	3719	tɛ́mɛ́
87550	Tommo_So_Dogon	eat	njɛ́	1336.0	4	A	N	19	19.N.C	2.0	njɛ́	0	3668	njɛ́
87551	Tommo_So_Dogon	eat	njɛ́	1336.0	4	A	N	19	19.N.C	2.0	njɛ́	1	3668	njɛ́
87552	Tommo_So_Dogon	eat	tɛ́mɛ́	1336.0	1	A	T	19	19.T.C	2.0	tɛ́mɛ́	1	3719	tɛ́mɛ́
87553	Tommo_So_Dogon	eat	tɛ́mɛ́	1336.0	1	A	T	19	19.T.C	2.0	tɛ́mɛ́	1	3719	tɛ́mɛ́
87554	Tommo_So_Dogon	eat	tábá	1336.0	1	A	T	19	19.T.C	2.0	tábá	0	3719	tábá
87567	Tommo_So_Dogon	eat	tɛ́ɡɛ́	1336.0	1	A	T	19	19.T.C	2.0	tɛ́ɡɛ́	1	3719	tɛ́ɡɛ́
87568	Tommo_So_Dogon	eat	d.ʒá.á.n#njɛ́	1336.0	1	A	T	19	19.T.C	2.0	d.ʒá.á.n#njɛ́	0	3719	d.ʒá.á.n#njɛ́
87569	Tommo_So_Dogon	eat	púɡɔ́	1336.0	1	A	P	19	19.P.C	2.0	púɡɔ́	0	3635	púɡɔ́
89029	Dogul_Dom_Dogon	eat	dàràɡá#ɲɛ̀.ɛ́	1336.0	1	A	T	6	6.T.C	2.0	dàràɡá#ɲɛ̀.ɛ́	0	3719	dàràɡá#ɲɛ̀.ɛ́
89036	Dogul_Dom_Dogon	eat	púɡɛ̀	1336.0	1	A	P	6	6.P.C	2.0	púɡɛ̀	0	3635	púɡɛ̀
89037	Dogul_Dom_Dogon	eat	árè	1336.0	7	X	A	6	6.A.V	1.5	árè	0	3637	árè
89038	Dogul_Dom_Dogon	eat	tɛ́mɛ̀	1336.0	1	A	T	6	6.T.C	2.0	tɛ́mɛ̀	1	3719	tɛ́mɛ̀
89039	Dogul_Dom_Dogon	eat	tɛ́mɛ̀	1336.0	1	A	T	6	6.T.C	2.0	tɛ́mɛ̀	1	3719	tɛ́mɛ̀
89040	Dogul_Dom_Dogon	eat	ɲɛ̀.ɛ́	1336.0	4	A	N	6	6.N.C	2.0	ɲɛ̀.ɛ́	1	3668	ɲɛ̀.ɛ́
89041	Dogul_Dom_Dogon	eat	tɛ́mɛ̀	1336.0	1	A	T	6	6.T.C	2.0	tɛ́mɛ̀	1	3719	tɛ́mɛ̀
89042	Dogul_Dom_Dogon	eat	tɛ́mɛ̀	1336.0	1	A	T	6	6.T.C	2.0	tɛ́mɛ̀	1	3719	tɛ́mɛ̀
89053	Dogul_Dom_Dogon	eat	tɛ́mɛ̀	1336.0	1	A	T	6	6.T.C	2.0	tɛ́mɛ̀	1	3719	tɛ́mɛ̀
89054	Dogul_Dom_Dogon	eat	ɲà.á-ŋ#ɲɛ̀.ɛ́	1336.0	4	A	N	6	6.N.C	2.0	ɲà.á-ŋ#ɲɛ̀.ɛ́	0	3668	ɲà.á-ŋ#ɲɛ̀.ɛ́
92065	Tebul_Ure_Dogon	eat	dàràɡá#kán	1336.0	1	A	T	15	15.T.C	2.0	dàràɡá#kán	0	3719	dàràɡá#kán
92066	Tebul_Ure_Dogon	eat	dàràɡá#ɲɛ́	1336.0	1	A	T	15	15.T.C	2.0	dàràɡá#ɲɛ́	0	3719	dàràɡá#ɲɛ́
92069	Tebul_Ure_Dogon	eat	ùdù-nòmdó#ɲɛ́	1336.0	7	X	Y	15	15.Y.V	1.5	ùdù-nòmdó#ɲɛ́	0	3637	ùdù-nòmdó#ɲɛ́
92070	Tebul_Ure_Dogon	eat	kúbó	1336.0	1	A	K	15	15.K.C	2.0	kúbó	0	3632	kúbó
92071	Tebul_Ure_Dogon	eat	zá#ɲɛ́	1336.0	3	A	S	15	15.S.C	2.0	zá#ɲɛ́	0	3672	zá#ɲɛ́
92072	Tebul_Ure_Dogon	eat	púɡɔ́	1336.0	1	A	P	15	15.P.C	2.0	púɡɔ́	0	3635	púɡɔ́
92073	Tebul_Ure_Dogon	eat	ɲɛ́	1336.0	4	A	N	15	15.N.C	2.0	ɲɛ́	1	3668	ɲɛ́
92074	Tebul_Ure_Dogon	eat	kúbó	1336.0	1	A	K	15	15.K.C	2.0	kúbó	1	3632	kúbó
92075	Tebul_Ure_Dogon	eat	kúbó	1336.0	1	A	K	15	15.K.C	2.0	kúbó	1	3632	kúbó
92076	Tebul_Ure_Dogon	eat	ɲɛ́	1336.0	4	A	N	15	15.N.C	2.0	ɲɛ́	1	3668	ɲɛ́
92077	Tebul_Ure_Dogon	eat	ɡòɡó	1336.0	1	A	K	15	15.K.C	2.0	ɡòɡó	1	3632	ɡòɡó
92078	Tebul_Ure_Dogon	eat	ɡòɡó	1336.0	1	A	K	15	15.K.C	2.0	ɡòɡó	1	3632	ɡòɡó
92079	Tebul_Ure_Dogon	eat	kɔ́	1336.0	1	A	K	15	15.K.C	2.0	kɔ́	0	3632	kɔ́
96028	Jamsay_Dogon	eat	ɲà.á#ɲí.í	1336.0	4	A	N	9	9.N.C	2.0	ɲà.á#ɲí.í	0	3668	ɲà.á#ɲí.í
96029	Jamsay_Dogon	eat	kó.ó	1336.0	1	A	K	9	9.K.C	2.0	kó.ó	0	3632	kó.ó
96030	Jamsay_Dogon	eat	kɔ́.ɔ́.n	1336.0	1	A	K	9	9.K.C	2.0	kɔ́.ɔ́.n	1	3632	kɔ́.ɔ́.n
98260	Tommo_So_Dogon	eat	njɛ̀lɛ́#tɔ́lɔ́	1336.0	4	A	N	19	19.N.C	2.0	njɛ̀lɛ́#tɔ́lɔ́	0	3668	njɛ̀lɛ́#tɔ́lɔ́
98261	Tommo_So_Dogon	eat	njɛ̀lɛ́#nɛ#jó.ó	1336.0	4	A	N	19	19.N.C	2.0	njɛ̀lɛ́#nɛ#jó.ó	0	3668	njɛ̀lɛ́#nɛ#jó.ó
100743	Tiranige_Diga_Dogon	eat	páníŋ.ɡé#ɲɔ́.ɔ́	1336.0	1	A	P	17	17.P.C	2.0	páníŋ.ɡé#ɲɔ́.ɔ́	0	3635	páníŋ.ɡé#ɲɔ́.ɔ́
100744	Tiranige_Diga_Dogon	eat	tɛ́mɔ́	1336.0	1	A	T	17	17.T.C	2.0	tɛ́mɔ́	1	3719	tɛ́mɔ́
100745	Tiranige_Diga_Dogon	eat	ɲà.àŋ.ɡè#ɲɔ́.ɔ́	1336.0	4	A	N	17	17.N.C	2.0	ɲà.àŋ.ɡè#ɲɔ́.ɔ́	0	3668	ɲà.àŋ.ɡè#ɲɔ́.ɔ́
100749	Tiranige_Diga_Dogon	eat	tɛ́mɔ́	1336.0	1	A	T	17	17.T.C	2.0	tɛ́mɔ́	1	3719	tɛ́mɔ́
100750	Tiranige_Diga_Dogon	eat	dàràɡá#ɲɔ́.ɔ́	1336.0	1	A	T	17	17.T.C	2.0	dàràɡá#ɲɔ́.ɔ́	0	3719	dàràɡá#ɲɔ́.ɔ́
100758	Tiranige_Diga_Dogon	eat	ɲɔ́.ɔ́	1336.0	4	A	N	17	17.N.C	2.0	ɲɔ́.ɔ́	1	3668	ɲɔ́.ɔ́
100759	Tiranige_Diga_Dogon	eat	ɲɔ́.ɔ́	1336.0	4	A	N	17	17.N.C	2.0	ɲɔ́.ɔ́	1	3668	ɲɔ́.ɔ́
100760	Tiranige_Diga_Dogon	eat	tɛ́mɔ́	1336.0	1	A	T	17	17.T.C	2.0	tɛ́mɔ́	1	3719	tɛ́mɔ́
100761	Tiranige_Diga_Dogon	eat	tɛ́mɔ́	1336.0	1	A	T	17	17.T.C	2.0	tɛ́mɔ́	1	3719	tɛ́mɔ́
100762	Tiranige_Diga_Dogon	eat	ɲɔ́.ɔ́	1336.0	4	A	N	17	17.N.C	2.0	ɲɔ́.ɔ́	1	3668	ɲɔ́.ɔ́
100763	Tiranige_Diga_Dogon	eat	tɛ́mɔ́	1336.0	1	A	T	17	17.T.C	2.0	tɛ́mɔ́	1	3719	tɛ́mɔ́
102232	Nanga	eat	kɛ́rɛ́	1336.0	1	A	K	12	12.K.C	2.0	kɛ́rɛ́	0	3632	kɛ́rɛ́
104867	Nanga	eat	kúwó	1336.0	1	A	K	12	12.K.C	2.0	kúwó	1	3632	kúwó
104868	Nanga	eat	kɔ́.ɔ́	1336.0	1	A	K	12	12.K.C	2.0	kɔ́.ɔ́	1	3632	kɔ́.ɔ́
104886	Nanga	eat	ɲà.á#kɔ́.ɔ́	1336.0	4	A	N	12	12.N.C	2.0	ɲà.á#kɔ́.ɔ́	0	3668	ɲà.á#kɔ́.ɔ́
104887	Nanga	eat	púɡɔ́	1336.0	1	A	P	12	12.P.C	2.0	púɡɔ́	0	3635	púɡɔ́
104888	Nanga	eat	kɔ́.ɔ́	1336.0	1	A	K	12	12.K.C	2.0	kɔ́.ɔ́	1	3632	kɔ́.ɔ́
104889	Nanga	eat	kúwó	1336.0	1	A	K	12	12.K.C	2.0	kúwó	1	3632	kúwó
104890	Nanga	eat	kúwó	1336.0	1	A	K	12	12.K.C	2.0	kúwó	1	3632	kúwó
104891	Nanga	eat	kɔ́.ɔ́	1336.0	1	A	K	12	12.K.C	2.0	kɔ́.ɔ́	1	3632	kɔ́.ɔ́
104892	Nanga	eat	d.ʒɔ̀m.bírí	1336.0	1	A	T	12	12.T.C	2.0	d.ʒɔ̀m.bírí	0	3719	d.ʒɔ̀m.bírí
110686	Perge_Tegu	eat	kɛ́rɛ́	1336.0	1	A	K	14	14.K.C	2.0	kɛ́rɛ́	1	3632	kɛ́rɛ́
114176	Perge_Tegu	eat	ɡàu.ná	1336.0	1	A	K	14	14.K.C	2.0	ɡàu.ná	0	3632	ɡàu.ná
114177	Perge_Tegu	eat	kúwó	1336.0	1	A	K	14	14.K.C	2.0	kúwó	0	3632	kúwó
114185	Perge_Tegu	eat	kɔ́.ɔ́.n	1336.0	1	A	K	14	14.K.C	2.0	kɔ́.ɔ́.n	0	3632	kɔ́.ɔ́.n
114186	Perge_Tegu	eat	kó.ód.ʒò#ɲɛ́.ɛ́	1336.0	1	A	K	14	14.K.C	2.0	kó.ód.ʒò#ɲɛ́.ɛ́	0	3632	kó.ód.ʒò#ɲɛ́.ɛ́
114190	Perge_Tegu	eat	kúwó	1336.0	1	A	K	14	14.K.C	2.0	kúwó	1	3632	kúwó
114191	Perge_Tegu	eat	d.ʒá.á#ɲɛ́.ɛ́	1336.0	1	A	T	14	14.T.C	2.0	d.ʒá.á#ɲɛ́.ɛ́	0	3719	d.ʒá.á#ɲɛ́.ɛ́
114192	Perge_Tegu	eat	púɡɔ́	1336.0	1	A	P	14	14.P.C	2.0	púɡɔ́	0	3635	púɡɔ́
114196	Perge_Tegu	eat	ɲɛ́.ɛ́	1336.0	4	A	N	14	14.N.C	2.0	ɲɛ́.ɛ́	0	3668	ɲɛ́.ɛ́
114197	Perge_Tegu	eat	kúwó	1336.0	1	A	K	14	14.K.C	2.0	kúwó	1	3632	kúwó
114198	Perge_Tegu	eat	kúwó	1336.0	1	A	K	14	14.K.C	2.0	kúwó	1	3632	kúwó
114199	Perge_Tegu	eat	ɲɛ́.ɛ́	1336.0	4	A	N	14	14.N.C	2.0	ɲɛ́.ɛ́	1	3668	ɲɛ́.ɛ́
114207	Perge_Tegu	eat	kɛ́lɛ̀#tɛ́ɡɛ́	1336.0	1	A	K	14	14.K.C	2.0	kɛ́lɛ̀#tɛ́ɡɛ́	0	3632	kɛ́lɛ̀#tɛ́ɡɛ́
117436	Nanga	eat	kou	1336.0	1	A	K	12	12.K.C	2.0	kou	0	3632	kou
118107	Tiranige_Diga_Dogon	eat	ɲa	1336.0	4	A	N	17	17.N.C	2.0	ɲa	0	3668	ɲa
118761	Jamsay_Dogon	eat	ɲi	1336.0	4	A	N	9	9.N.C	2.0	ɲi	0	3668	ɲi
119360	Ana_Tinga_Dogon	eat	njɛle	1336.0	4	A	N	2	2.N.C	2.0	njɛle	0	3668	njɛle
119583	Tommo_So_Dogon	eat	n.d.ʒɛdɛm	1336.0	4	A	N	19	19.N.C	2.0	n.d.ʒɛdɛm	0	3668	n.d.ʒɛdɛm
119921	Tebul_Ure_Dogon	eat	ɲa	1336.0	4	A	N	15	15.N.C	2.0	ɲa	0	3668	ɲa
120590	Bankan_Tey_Dogon	eat	ɲá	1336.0	4	A	N	3	3.N.C	2.0	ɲá	0	3668	ɲá
120970	Yanda_Dom_Dogon	eat	ɲa	1336.0	4	A	N	22	22.N.C	2.0	ɲa	1	3668	ɲa
121132	Toro_Tegu_Dogon	eat	lɛ	1336.0	5	A	L	21	21.L.C	2.0	lɛ	0	3681	lɛ
122155	Nanga	eat	kɛ́rɛ́	1336.0	1	A	K	12	12.K.C	2.0	kɛ́rɛ́	1	3632	kɛ́rɛ́
122257	Bunoge_Dogon	eat	d.ʒind.ʒa	1336.0	1	A	T	5	5.T.C	2.0	d.ʒind.ʒa	0	3719	d.ʒind.ʒa
122636	Dogul_Dom_Dogon	eat	ɲa	1336.0	4	A	N	6	6.N.C	2.0	ɲa	0	3668	ɲa
127311	Jamsay_Dogon	eat	tɛ́w.nɛ́	1336.0	1	A	T	9	9.T.C	2.0	tɛ́w.nɛ́	0	3719	tɛ́w.nɛ́
127312	Jamsay_Dogon	eat	ɲɛ́.ɛ́	1336.0	4	A	N	9	9.N.C	2.0	ɲɛ́.ɛ́	0	3668	ɲɛ́.ɛ́
127313	Jamsay_Dogon	eat	kó.ó	1336.0	1	A	K	9	9.K.C	2.0	kó.ó	1	3632	kó.ó
127321	Jamsay_Dogon	eat	tʃɛ̌n#tɛ́ɡɛ́	1336.0	1	A	T	9	9.T.C	2.0	tʃɛ̌n#tɛ́ɡɛ́	1	3719	tʃɛ̌n#tɛ́ɡɛ́
127341	Jamsay_Dogon	eat	kɔ́.ɔ́d.ʒɔ̀#tád.ʒɛ́	1336.0	1	A	K	9	9.K.C	2.0	kɔ́.ɔ́d.ʒɔ̀#tád.ʒɛ́	1	3632	kɔ́.ɔ́d.ʒɔ̀#tád.ʒɛ́
127342	Jamsay_Dogon	eat	kɔ́.ɔ́�	1336.0	1	A	K	9	9.K.C	2.0	kɔ́.ɔ́�	0	3632	kɔ́.ɔ́�
127351	Jamsay_Dogon	eat	tɛ́w.nɛ́	1336.0	1	A	T	9	9.T.C	2.0	tɛ́w.nɛ́	1	3719	tɛ́w.nɛ́
127352	Jamsay_Dogon	eat	ɲɛ́.ɛ́	1336.0	4	A	N	9	9.N.C	2.0	ɲɛ́.ɛ́	1	3668	ɲɛ́.ɛ́
127353	Jamsay_Dogon	eat	púɡɔ́	1336.0	1	A	P	9	9.P.C	2.0	púɡɔ́	0	3635	púɡɔ́
127354	Jamsay_Dogon	eat	ɲà.á#ɲɛ́.ɛ́	1336.0	4	A	N	9	9.N.C	2.0	ɲà.á#ɲɛ́.ɛ́	0	3668	ɲà.á#ɲɛ́.ɛ́
127355	Jamsay_Dogon	eat	tɛ́w.nɛ́	1336.0	1	A	T	9	9.T.C	2.0	tɛ́w.nɛ́	1	3719	tɛ́w.nɛ́
130167	Tengou-Togo_Dogon	eat	ɲi.i	1336.0	4	A	N	16	16.N.C	2.0	ɲi.i	0	3668	ɲi.i
131505	Tommo_So_Dogon	eat	ʔniɛ	1336.0	1	A	H	19	19.H.C	2.0	ʔniɛ	0	3672	ʔniɛ
134134	Tommo_So_Dogon	eat	ʔŋɛ	1336.0	1	A	H	19	19.H.C	2.0	ʔŋɛ	0	3672	ʔŋɛ
135968	Nanga	eat	kúwó	1336.0	1	A	K	12	12.K.C	2.0	kúwó	1	3632	kúwó
135969	Nanga	eat	d.ʒɔ̀m.bírí	1336.0	1	A	T	12	12.T.C	2.0	d.ʒɔ̀m.bírí	1	3719	d.ʒɔ̀m.bírí
135970	Nanga	eat	kɔ́.ɔ́	1336.0	1	A	K	12	12.K.C	2.0	kɔ́.ɔ́	1	3632	kɔ́.ɔ́
135999	Nanga	eat	kɔ́.ɔ́	1336.0	1	A	K	12	12.K.C	2.0	kɔ́.ɔ́	1	3632	kɔ́.ɔ́
136139	Nanga	eat	kúwó	1336.0	1	A	K	12	12.K.C	2.0	kúwó	1	3632	kúwó
136140	Nanga	eat	kúwó	1336.0	1	A	K	12	12.K.C	2.0	kúwó	1	3632	kúwó
136141	Nanga	eat	kɔ́.ɔ́	1336.0	1	A	K	12	12.K.C	2.0	kɔ́.ɔ́	1	3632	kɔ́.ɔ́
136142	Nanga	eat	púɡɔ́	1336.0	1	A	P	12	12.P.C	2.0	púɡɔ́	1	3635	púɡɔ́
136143	Nanga	eat	ɲà.á#kɔ́.ɔ́	1336.0	4	A	N	12	12.N.C	2.0	ɲà.á#kɔ́.ɔ́	1	3668	ɲà.á#kɔ́.ɔ́
139584	Nanga	eat	kɔ́.ɔ́	1336.0	1	A	K	12	12.K.C	2.0	kɔ́.ɔ́	1	3632	kɔ́.ɔ́
139585	Nanga	eat	púɡɔ́	1336.0	1	A	P	12	12.P.C	2.0	púɡɔ́	1	3635	púɡɔ́
139586	Nanga	eat	ɲà.á#kɔ́.ɔ́	1336.0	4	A	N	12	12.N.C	2.0	ɲà.á#kɔ́.ɔ́	1	3668	ɲà.á#kɔ́.ɔ́
139604	Nanga	eat	kɔ́.ɔ́	1336.0	1	A	K	12	12.K.C	2.0	kɔ́.ɔ́	1	3632	kɔ́.ɔ́
139605	Nanga	eat	kúwó	1336.0	1	A	K	12	12.K.C	2.0	kúwó	1	3632	kúwó
139606	Nanga	eat	d.ʒɔ̀m.bírí	1336.0	1	A	T	12	12.T.C	2.0	d.ʒɔ̀m.bírí	1	3719	d.ʒɔ̀m.bírí
139607	Nanga	eat	kɔ́.ɔ́	1336.0	1	A	K	12	12.K.C	2.0	kɔ́.ɔ́	1	3632	kɔ́.ɔ́
139608	Nanga	eat	kúwó	1336.0	1	A	K	12	12.K.C	2.0	kúwó	1	3632	kúwó
139609	Nanga	eat	kúwó	1336.0	1	A	K	12	12.K.C	2.0	kúwó	1	3632	kúwó
142098	Nanga	eat	kɛ́rɛ́	1336.0	1	A	K	12	12.K.C	2.0	kɛ́rɛ́	1	3632	kɛ́rɛ́
143541	Mombo_Dogon	eat	nja	1336.0	4	A	N	10	10.N.C	2.0	nja	0	3668	nja
145375	Mombo_Dogon	eat	ɛɲɔ.ɔɡa	1336.0	7	X	E	10	10.E.V	1.5	ɛɲɔ.ɔɡa	0	3637	ɛɲɔ.ɔɡa
147027	Donno_So_Dogon	eat	n.d.ʒa.n	1336.0	4	A	N	7	7.N.C	2.0	n.d.ʒa.n	0	3668	n.d.ʒa.n
147749	Mombo_Dogon	eat	ɲa.n	1336.0	4	A	N	10	10.N.C	2.0	ɲa.n	0	3668	ɲa.n
148056	Ampari_Dogon	eat	d.ʒa	1336.0	1	A	T	1	1.T.C	2.0	d.ʒa	0	3719	d.ʒa
148648	Donno_So_Dogon	eat	ɲa.aɲa	1336.0	4	A	N	7	7.N.C	2.0	ɲa.aɲa	0	3668	ɲa.aɲa
148908	Ampari_Dogon	eat	d.ʒa	1336.0	1	A	T	1	1.T.C	2.0	d.ʒa	1	3719	d.ʒa
149591	Ampari_Dogon	eat	ja	1336.0	6	A	J	1	1.J.C	2.0	ja	0	3619	ja
150531	Toro_Tegu_Dogon	eat	ʔi.n	1336.0	1	A	H	21	21.H.C	2.0	ʔi.n	0	3672	ʔi.n
153590	Toro_Tegu_Dogon	eat	lí	1336.0	5	A	L	21	21.L.C	2.0	lí	1	3681	lí
153591	Toro_Tegu_Dogon	eat	kúwó	1336.0	1	A	K	21	21.K.C	2.0	kúwó	1	3632	kúwó
153592	Toro_Tegu_Dogon	eat	kúw	1336.0	1	A	K	21	21.K.C	2.0	kúw	1	3632	kúw
153593	Toro_Tegu_Dogon	eat	tɛ́w.ná	1336.0	1	A	T	21	21.T.C	2.0	tɛ́w.ná	1	3719	tɛ́w.ná
153594	Toro_Tegu_Dogon	eat	tɛ́m	1336.0	1	A	T	21	21.T.C	2.0	tɛ́m	1	3719	tɛ́m
153618	Toro_Tegu_Dogon	eat	lɛ	1336.0	5	A	L	21	21.L.C	2.0	lɛ	1	3681	lɛ
153619	Toro_Tegu_Dogon	eat	tɛ́w.ná	1336.0	1	A	T	21	21.T.C	2.0	tɛ́w.ná	1	3719	tɛ́w.ná
153620	Toro_Tegu_Dogon	eat	tɛ́m	1336.0	1	A	T	21	21.T.C	2.0	tɛ́m	1	3719	tɛ́m
153621	Toro_Tegu_Dogon	eat	lɛ́	1336.0	5	A	L	21	21.L.C	2.0	lɛ́	1	3681	lɛ́
153622	Toro_Tegu_Dogon	eat	lɛ́	1336.0	5	A	L	21	21.L.C	2.0	lɛ́	1	3681	lɛ́
153623	Toro_Tegu_Dogon	eat	lí	1336.0	5	A	L	21	21.L.C	2.0	lí	1	3681	lí
153624	Toro_Tegu_Dogon	eat	ɔ́�sɔ́	1336.0	7	X	U	21	21.U.V	1.5	ɔ́�sɔ́	1	3637	ɔ́�sɔ́
153625	Toro_Tegu_Dogon	eat	ɔ́�sú	1336.0	7	X	U	21	21.U.V	1.5	ɔ́�sú	1	3637	ɔ́�sú
153626	Toro_Tegu_Dogon	eat	lɛ́	1336.0	5	A	L	21	21.L.C	2.0	lɛ́	1	3681	lɛ́
153627	Toro_Tegu_Dogon	eat	zá#lí	1336.0	3	A	S	21	21.S.C	2.0	zá#lí	1	3672	zá#lí
159333	Tomo_Kan_Dogon	eat	ɲa	1336.0	4	A	N	20	20.N.C	2.0	ɲa	0	3668	ɲa
159422	Tomo_Kan_Dogon	eat	n.d.ʒa	1336.0	4	A	N	20	20.N.C	2.0	n.d.ʒa	0	3668	n.d.ʒa
159693	Ampari_Dogon	eat	d.ʒa	1336.0	1	A	T	1	1.T.C	2.0	d.ʒa	1	3719	d.ʒa
159772	Mombo_Dogon	eat	ɲa	1336.0	4	A	N	10	10.N.C	2.0	ɲa	0	3668	ɲa
160571	Toro_Tegu_Dogon	eat	lɛ́	1336.0	5	A	L	21	21.L.C	2.0	lɛ́	1	3681	lɛ́
160572	Toro_Tegu_Dogon	eat	lí	1336.0	5	A	L	21	21.L.C	2.0	lí	1	3681	lí
161315	Tiranige_Diga_Dogon	eat	ɲɔ́.ɔ́	1336.0	4	A	N	17	17.N.C	2.0	ɲɔ́.ɔ́	1	3668	ɲɔ́.ɔ́
161892	Dogul_Dom_Dogon	eat	ɲɛ̀.ɛ́	1336.0	4	A	N	6	6.N.C	2.0	ɲɛ̀.ɛ́	1	3668	ɲɛ̀.ɛ́
162714	Donno_So_Dogon	eat	ɲɛ́.ɛ̀	1336.0	4	A	N	7	7.N.C	2.0	ɲɛ́.ɛ̀	0	3668	ɲɛ́.ɛ̀
162715	Donno_So_Dogon	eat	ɲá.à	1336.0	4	A	N	7	7.N.C	2.0	ɲá.à	1	3668	ɲá.à
587	Tomo_Kan_Dogon	egg	tá-w	744.0	1	A	T	20	20.T.C	2.0	tá-w	0	3735	tá-w
1949	Guru_(Mali)	egg	tárú	744.0	1	A	T	8	8.T.C	2.0	tárú	0	3735	tárú
2163	Bankan_Tey_Dogon	egg	tàrí.ì	744.0	1	A	T	3	3.T.C	2.0	tàrí.ì	0	3735	tàrí.ì
3575	Tomo_Kan_Dogon	egg	tá-w	744.0	1	A	T	20	20.T.C	2.0	tá-w	1	3735	tá-w
